"grp","day"
2,"s,60,o,90,o,70,o,20,o,240,o,45,o,240,o,20,o,30,o,30,o,10,w,240,o,10,s,335"
2,"s,210,o,30,o,10,o,35,o,15,s,120,o,5,o,10,o,30,o,15,o,3,o,17,o,10,o,10,o,200,o,180,o,165,o,5,o,7,o,123,o,10,o,5,s,225"
4,"s,300,o,60,o,30,o,30,o,30,o,15,o,30,o,15,o,150,o,60,o,60,o,210,o,30,o,45,o,20,o,10,s,345"
2,"s,420,o,10,o,30,o,40,o,120,o,15,o,120,o,15,w,180,o,30,o,120,s,340"
2,"s,240,o,30,o,60,o,30,o,120,o,90,o,15,o,90,o,10,o,90,o,5,o,45,o,10,o,185,o,5,o,10,o,30,o,10,o,125,s,240"
4,"s,180,o,5,o,55,o,60,o,180,o,60,o,60,o,60,o,180,o,5,o,35,o,20,o,60,o,40,o,40,o,10,s,390"
2,"s,420,o,10,o,30,o,45,o,20,o,255,o,20,o,10,o,120,o,10,o,30,o,30,s,200,o,90,s,150"
2,"s,300,w,195,o,15,o,150,o,15,o,45,o,60,w,120,o,45,o,30,o,30,o,135,s,300"
4,"s,120,o,34,o,2,o,24,o,2,c,418,o,2,o,19,o,2,w,120,o,60,o,30,o,30,o,60,o,10,w,90,o,30,o,5,o,17,s,365"
4,"s,270,o,120,o,20,o,10,o,120,o,10,o,10,o,12,o,60,o,10,s,45,o,60,o,15,o,18,o,300,o,15,o,30,o,90,s,225"
4,"s,240,o,20,o,30,o,250,o,45,o,195,o,30,o,30,o,20,o,120,o,70,o,60,o,30,o,10,s,290"
2,"s,180,o,10,o,20,o,15,o,105,o,90,o,15,o,105,s,300,o,60,o,30,o,240,o,15,o,10,o,30,s,215"
2,"s,270,o,60,o,15,o,15,o,10,o,230,o,10,o,140,o,20,o,60,o,15,o,20,w,90,o,30,w,155,o,60,s,240"
2,"s,360,o,15,c,285,o,240,o,15,o,30,o,10,o,90,o,3,o,90,o,3,o,30,s,269"
2,"s,300,o,30,o,20,o,160,o,20,o,30,o,10,o,420,o,10,o,30,o,45,o,15,o,5,o,10,o,15,o,20,s,300"
2,"s,150,o,35,o,10,o,85,o,10,o,250,o,10,o,85,o,20,o,10,o,120,o,5,o,60,o,120,o,60,o,10,o,10,o,210,s,180"
4,"o,270,o,60,s,450,o,30,o,15,o,90,o,120,o,30,o,60,o,315"
2,"s,210,o,60,o,10,o,260,o,15,o,120,o,60,o,180,o,15,o,90,o,10,o,60,w,180,s,170"
4,"s,420,o,60,o,120,w,360,o,60,o,180,w,180,s,60"
2,"o,90,o,15,o,120,s,195,o,10,o,60,o,5,o,30,o,5,o,15,o,2,o,30,o,2,o,10,o,2,o,1,o,1,o,30,o,157,o,10,o,1,o,20,o,25,o,334,o,15,o,5,o,5,o,1,o,10,o,74,o,10,o,150"
2,"s,300,o,45,o,15,o,30,o,5,o,1,o,15,o,30,o,30,o,519,o,30,o,30,o,10,o,15,o,10,o,30,s,325"
2,"s,240,o,180,o,60,o,180,o,60,o,60,o,30,o,30,o,30,o,300,o,30,s,240"
2,"s,300,o,60,o,180,o,30,o,180,o,30,o,60,o,180,o,60,s,360"
4,"s,390,o,60,o,15,o,5,o,180,o,15,o,30,s,150,o,30,o,60,o,5,o,10,o,5,o,320,o,5,o,15,o,55,s,90"
2,"s,360,o,30,o,300,o,15,o,60,o,30,o,20,o,3,o,5,o,300,o,15,s,302"
2,"s,570,o,60,o,15,o,60,o,15,o,120,o,45,o,150,o,45,o,10,o,120,s,230"
2,"s,120,o,60,o,30,o,25,c,185,o,30,o,330,o,30,o,45,o,15,o,1,o,15,o,45,o,89,o,1,w,138,s,281"
2,"s,420,o,35,o,15,o,60,o,60,o,100,o,90,o,50,o,60,o,30,o,30,o,7,o,45,o,138,o,15,o,7,o,10,o,10,o,5,o,3,w,60,o,60,o,70,o,45,s,15"
4,"s,480,o,30,o,10,o,200,o,20,o,7,o,213,o,1,o,8,o,1,o,7,o,10,o,8,o,205,s,240"
2,"s,540,o,60,o,60,o,10,o,530,s,240"
4,"s,360,o,15,o,225,o,15,o,20,o,90,o,175,o,20,o,100,o,30,s,390"
2,"s,240,o,60,o,60,o,60,o,120,o,210,o,60,o,150,o,30,o,30,o,60,s,360"
2,"s,120,o,30,o,60,o,20,o,310,o,30,o,120,o,10,o,180,o,10,o,30,o,60,o,20,o,20,c,60,s,360"
4,"s,120,o,60,o,15,o,15,o,20,c,255,o,37,c,63,o,120,o,20,o,115,o,15,o,15,w,150,o,30,s,390"
2,"s,150,o,25,o,5,o,15,c,90,o,15,w,120,o,10,o,90,o,10,o,20,o,90,o,180,o,5,o,120,o,30,o,30,o,15,o,240,o,90,s,90"
4,"s,330,w,140,o,15,o,85,o,15,o,135,o,20,w,100,w,150,w,45,o,45,s,40,s,320"
2,"s,180,o,5,o,10,o,10,o,245,o,60,o,330,o,10,o,5,o,10,o,10,o,90,o,10,o,30,o,30,o,20,o,60,o,45,o,30,o,10,o,20,o,60,o,30,o,10,s,120"
2,"s,150,o,15,o,10,o,15,o,20,o,240,o,30,o,180,o,20,o,10,w,90,o,60,o,30,o,120,o,60,o,120,s,270"
4,"w,150,o,5,o,30,o,10,c,105,o,5,c,120,o,30,c,205,o,5,c,115,o,10,o,90,o,5,o,70,o,15,o,90,o,5,w,75,s,15,w,150,o,15,s,120"
4,"s,240,o,5,o,10,o,5,o,280,o,25,o,40,o,265,o,15,o,3,o,10,o,5,o,10,o,10,o,97,o,5,o,20,o,30,s,365"
2,"s,340,o,45,o,29,o,13,o,68,o,15,o,7,o,40,o,5,o,15,o,15,o,5,o,45,o,8,o,6,o,1,o,5,o,2,o,5,o,1,o,16,o,90,o,15,o,3,o,3,o,60,o,10,o,93,o,2,o,75,o,10,o,2,o,10,o,1,o,5,o,5,o,10,o,10,o,4,o,10,o,4,o,60,s,272"
2,"s,300,o,15,o,30,o,15,o,60,o,90,o,10,o,30,o,10,w,45,s,70,o,10,o,35,o,5,o,10,o,30,o,20,o,20,o,30,o,40,o,1,o,15,o,15,o,15,o,4,o,30,o,30,o,1,o,5,o,10,o,20,o,60,o,120,o,10,o,109,o,30,s,90"
4,"s,180,o,15,o,15,w,510,o,60,o,2,o,90,o,2,o,30,o,146,o,60,s,330"
4,"s,300,o,40,o,20,o,180,o,15,o,180,o,30,o,120,o,60,o,180,s,315"
2,"s,180,o,30,o,30,o,120,o,15,o,165,o,20,o,5,o,20,o,40,o,1,o,94,o,15,o,45,o,30,o,30,o,180,w,180,s,240"
2,"s,210,o,60,o,60,o,10,o,215,o,10,o,90,o,60,o,45,o,350,s,330"
2,"s,180,o,10,o,10,o,90,o,15,o,3,o,5,o,1,o,5,o,5,o,246,o,5,o,1,o,120,o,8,o,20,o,10,o,106,o,15,o,60,w,195,o,15,s,315"
2,"s,480,o,20,o,10,o,10,o,140,o,5,c,60,o,5,o,30,o,15,o,125,o,15,o,225,o,10,o,15,o,95,o,60,s,120"
2,"s,240,o,30,o,20,o,100,o,150,o,20,o,145,o,15,o,1,o,5,o,1,o,20,o,10,o,30,o,173,o,45,o,195,s,240"
4,"s,300,o,15,o,15,o,60,w,60,o,45,o,30,w,120,o,30,w,120,o,30,o,30,o,30,o,60,o,45,w,90,o,45,w,30,o,30,s,255"
2,"s,360,o,480,o,15,o,345,s,240"
4,"s,240,o,30,o,60,o,30,s,150,o,60,o,60,o,90,o,150,o,60,o,270,s,240"
2,"s,114,o,5,o,51,o,48,o,12,c,199,o,46,c,142,o,33,o,30,o,2,o,2,o,6,o,10,o,60,w,80,o,180,o,90,s,330"
2,"s,210,o,10,o,10,o,5,o,5,o,10,o,5,o,2,o,3,o,5,o,20,c,226,o,30,c,153,o,8,o,10,o,40,o,12,o,3,o,2,o,30,o,1,o,10,o,60,o,8,o,1,o,10,o,4,o,5,o,2,o,12,o,8,o,70,o,10,o,20,o,90,o,120,s,210"
4,"s,230,o,15,o,5,c,110,o,5,w,150,o,30,w,240,o,150,o,30,w,120,o,15,s,340"
2,"s,420,o,60,o,90,o,15,o,195,o,30,o,30,o,25,o,35,o,20,o,100,o,20,s,400"
2,"s,300,w,240,o,30,o,60,w,270,o,60,o,30,o,30,o,60,o,90,s,270"
2,"s,240,o,45,o,15,o,20,s,190,o,15,o,60,o,30,o,165,w,180,o,45,o,30,o,165,o,60,s,180"
2,"s,330,o,7,o,7,o,5,o,10,o,165,w,526,o,45,o,225,o,60,s,60"
2,"s,450,o,30,o,20,o,130,o,15,o,10,o,15,o,410,o,90,o,30,s,240"
2,"s,150,o,30,o,15,o,15,c,245,o,10,o,20,o,10,c,140,o,15,w,130,o,10,w,170,o,10,o,30,o,20,s,420"
2,"s,240,o,20,o,60,o,90,o,20,o,140,o,20,o,30,o,10,o,45,o,20,o,45,o,90,o,20,o,170,o,45,o,20,o,90,s,265"
4,"s,300,o,60,o,60,o,30,o,30,o,90,o,30,o,15,o,30,o,60,o,60,w,30,o,10,o,25,c,250,o,25,o,10,s,325"
2,"o,40,o,10,o,5,o,65,o,15,o,35,o,15,o,5,c,410,o,10,o,3,o,20,w,120,o,30,o,105,o,7,o,10,o,1,o,5,o,40,o,60,o,10,o,20,o,7,o,2,o,2,s,58,s,330"
2,"s,300,o,30,o,90,o,120,o,45,o,15,o,120,o,2,o,30,o,90,o,2,o,30,o,146,o,180,o,120,s,120"
2,"o,90,o,30,o,60,w,60,o,15,o,95,o,30,o,100,w,120,o,30,o,30,o,5,o,40,o,15,s,120,o,60,w,60,w,120,o,30,o,30,s,300"
2,"s,270,o,15,o,10,o,150,o,30,o,125,o,10,o,120,s,140,o,150,o,120,o,30,s,270"
2,"s,210,o,5,o,30,o,30,o,30,o,5,o,20,o,90,o,15,o,20,o,120,o,265,o,60,o,60,o,20,o,30,s,430"
2,"s,300,o,20,o,85,o,5,o,30,o,30,o,5,o,5,o,20,o,2,o,6,w,120,o,6,o,5,o,20,o,5,o,15,w,581,s,180"
3,"s,420,o,20,o,60,o,120,o,10,o,180,o,20,o,30,w,150,o,70,o,7,o,20,o,213,s,120"
2,"s,420,o,60,o,60,o,10,o,15,o,15,o,10,o,370,o,10,o,20,o,15,o,10,o,10,o,90,o,240,o,30,s,55"
2,"s,360,w,480,o,30,o,150,s,420"
4,"s,300,o,15,w,120,o,10,o,60,o,10,o,30,w,295,o,10,o,30,o,30,w,140,o,30,w,120,s,240"
2,"s,120,o,30,o,10,o,30,c,290,o,60,c,240,o,30,s,630"
2,"s,300,o,120,o,20,o,1,o,20,o,60,o,30,o,40,o,30,o,60,o,15,o,60,o,15,o,15,o,20,o,1,o,20,o,10,w,63,o,30,o,60,o,90,s,360"
2,"s,570,o,60,o,60,o,10,o,80,o,20,o,130,o,20,o,10,o,5,w,180,s,295"
2,"s,240,o,180,o,10,o,15,o,10,o,15,o,10,w,45,o,2,o,28,c,285,o,10,o,120,s,140,o,45,w,105,s,180"
2,"s,210,o,10,o,90,o,40,o,10,o,2,o,15,o,20,o,15,s,98,o,60,o,40,o,35,o,225,o,5,o,5,o,290,o,25,o,5,o,10,o,60,s,170"
4,"s,420,o,60,o,20,o,100,o,60,o,40,o,240,o,40,o,40,o,35,o,30,o,90,w,55,o,30,s,180"
2,"s,240,o,10,o,20,o,30,o,150,o,120,o,15,o,60,o,5,o,3,o,5,s,332,o,60,s,210,w,180"
4,"s,120,o,25,o,5,o,50,o,2,c,480,o,2,o,30,o,5,o,15,o,30,s,120,o,5,o,60,w,60,o,30,o,41,s,360"
4,"s,300,o,20,o,40,o,5,o,20,c,95,o,10,o,20,o,10,c,200,o,60,o,30,o,60,o,30,o,5,o,60,o,5,o,60,o,30,o,30,s,350"
2,"s,120,o,30,o,5,o,240,s,180,o,180,o,3,o,120,o,3,w,120,o,60,s,379"
2,"s,240,o,30,o,20,o,10,o,30,o,15,o,10,o,10,o,45,o,2,o,15,o,83,o,20,o,75,o,15,o,45,o,5,o,15,o,10,o,15,o,30,o,5,o,1,o,5,o,59,s,120,o,30,o,60,o,2,o,5,o,2,o,60,o,120,s,231"
4,"s,270,o,30,o,30,o,5,o,85,o,20,o,120,o,20,o,5,o,315,o,45,o,20,o,5,o,260,s,210"
2,"s,210,o,10,o,15,o,30,c,95,o,15,c,105,o,30,c,105,o,15,c,120,o,5,o,105,o,60,o,2,o,30,w,240,s,248"
2,"s,330,o,30,o,7,c,50,o,7,o,45,w,60,s,131,o,15,o,60,o,10,o,7,o,8,o,60,o,15,o,180,o,95,w,45,o,90,s,195"
4,"s,120,o,90,o,15,o,405,o,15,s,50,o,10,o,15,o,195,o,10,o,20,o,75,o,15,o,10,o,35,w,25,o,50,o,10,o,5,o,10,o,15,s,245"
2,"s,180,o,210,o,75,o,20,o,300,o,25,o,10,o,30,o,75,o,30,o,60,o,60,o,150,s,215"
2,"s,120,o,120,o,60,o,180,o,120,o,10,s,30,o,260,o,30,o,10,o,80,s,420"
2,"s,300,o,20,o,25,o,20,s,175,o,2,o,3,o,145,o,3,o,90,o,1,o,5,o,66,o,5,o,10,o,60,o,10,o,5,o,255,s,240"
2,"s,60,o,90,o,60,c,520,o,35,w,60,o,20,s,355,o,30,s,210"
2,"s,60,o,60,o,15,o,120,o,15,o,5,o,5,o,200,o,15,o,15,o,270,o,8,o,10,o,192,o,30,o,180,s,240"
4,"s,120,o,15,o,10,o,5,o,15,o,15,o,15,c,440,o,15,o,10,w,60,o,30,w,30,o,60,o,10,o,60,w,60,o,15,o,30,o,15,o,20,o,15,s,375"
4,"s,180,o,10,o,15,o,7,o,20,c,248,o,40,c,125,o,30,o,60,o,105,o,10,o,200,o,110,o,30,s,250"
2,"s,300,o,120,o,20,o,370,o,5,o,30,o,5,c,140,o,20,o,60,s,370"
2,"s,120,o,10,o,2,o,3,o,90,c,65,o,15,c,179,o,30,c,146,o,20,o,70,o,90,o,15,o,120,o,20,o,30,o,115,s,300"
2,"s,240,o,30,o,20,o,3,c,120,o,3,o,90,o,4,o,60,o,30,o,30,s,90,o,60,o,30,o,60,o,60,o,30,o,60,o,20,o,120,s,280"
3,"s,270,o,45,o,75,o,20,o,130,o,2,o,10,o,20,o,20,o,10,o,208,o,7,o,120,o,7,o,20,o,20,o,30,o,15,o,21,o,60,o,15,o,15,s,300"
2,"s,210,o,20,o,30,o,15,o,130,o,15,o,120,o,15,o,45,o,210,o,180,o,20,s,430"
4,"s,120,o,30,o,15,o,30,o,10,c,25,c,225,o,30,c,135,o,10,o,120,o,1,o,20,o,120,o,60,o,90,w,30,o,60,s,309"
4,"s,300,o,30,o,5,o,6,o,19,o,60,o,6,o,30,o,20,w,60,o,60,o,30,w,60,o,20,o,20,o,294,o,15,s,405"
2,"s,360,o,20,o,120,w,120,o,220,o,30,o,210,o,180,s,180"
4,"w,360,o,150,o,150,o,5,o,55,o,60,s,90,o,5,o,205,o,15,o,75,o,20,o,10,o,30,o,20,o,20,o,30,o,10,o,70,s,60"
2,"s,300,o,30,o,45,o,15,o,90,o,15,o,30,o,120,o,120,o,30,o,30,o,255,s,360"
4,"s,140,o,30,o,20,o,10,o,250,o,30,o,20,o,10,o,30,w,180,o,20,w,70,o,60,w,180,o,20,w,70,s,300"
4,"s,390,o,20,o,30,o,90,o,30,o,15,o,60,o,3,o,150,o,15,o,10,o,40,o,30,o,10,o,20,o,10,o,120,o,247,o,30,s,120"
4,"s,360,o,30,o,30,o,5,o,30,o,5,o,60,s,120,o,200,o,40,o,80,o,180,o,60,o,180,s,60"
4,"s,60,o,30,o,15,o,15,o,390,o,30,o,120,o,10,o,30,o,10,o,10,o,5,w,10,o,15,o,30,o,5,o,90,o,5,o,15,o,30,o,30,w,45,o,60,o,90,w,20,o,10,s,260"
3,"s,210,o,10,o,30,o,80,o,60,o,20,o,45,o,25,o,120,o,30,o,20,o,50,o,20,o,5,o,60,o,15,o,45,o,30,o,20,o,30,o,135,o,10,o,5,o,20,s,345"
4,"s,180,o,60,o,20,o,20,o,90,o,15,o,30,o,15,o,140,o,30,o,60,s,60,o,60,o,15,o,30,o,5,o,5,o,15,o,80,o,60,o,30,o,105,o,30,o,20,s,265"
4,"s,420,w,300,o,60,o,60,w,300,o,90,s,210"
4,"s,240,o,40,o,30,o,20,o,150,o,20,o,30,o,5,o,60,o,30,o,65,o,30,o,60,o,20,o,40,o,10,o,30,o,30,o,110,o,60,o,120,o,30,s,210"
3,"s,270,o,90,o,15,o,45,o,25,o,15,o,10,o,15,o,10,o,10,o,75,o,5,o,5,o,240,o,10,o,180,o,15,o,20,w,180,s,205"
3,"s,280,o,60,o,45,o,95,o,25,o,25,o,20,o,80,o,2,o,25,o,25,o,1,o,15,o,60,o,3,o,90,o,3,o,30,o,90,w,60,o,166,o,30,s,210"
4,"s,360,o,15,o,10,o,5,o,5,o,20,o,335,o,5,o,5,o,5,o,45,o,5,o,5,o,5,s,75,o,15,o,15,o,45,o,15,o,90,o,1,o,119,o,1,s,239"
4,"s,120,o,20,o,5,o,20,w,70,c,125,o,8,c,142,o,10,w,20,c,60,o,20,o,20,s,230,o,15,w,105,o,30,w,180,s,240"
4,"s,240,o,10,o,15,o,120,o,155,o,15,o,60,o,10,s,245,o,10,w,140,o,15,w,105,s,300"
4,"s,240,o,30,o,30,o,60,o,60,o,2,o,88,o,60,o,2,o,30,o,30,o,30,w,238,o,60,w,150,s,330"
4,"s,150,o,15,o,20,o,2,o,5,o,78,c,170,o,40,c,167,o,60,o,90,o,90,o,5,o,158,o,25,o,15,o,120,s,230"
4,"s,255,o,5,o,40,o,10,o,30,o,3,o,30,o,90,o,15,o,20,o,27,o,5,o,15,o,85,o,15,o,15,o,60,o,45,o,315,o,15,o,75,o,3,o,7,o,5,o,45,s,210"
4,"s,300,o,5,o,5,o,10,o,5,o,20,o,30,o,210,o,15,o,15,o,20,o,45,o,10,o,30,o,60,o,60,s,120,o,60,o,30,o,60,o,30,s,300"
4,"s,300,o,30,o,10,o,180,o,60,o,15,o,10,s,120,o,175,o,60,o,60,o,15,o,105,s,300"
4,"s,360,o,30,o,45,o,60,o,20,o,60,o,90,o,60,s,90,o,30,o,85,o,60,o,60,o,60,w,210,o,30,s,90"
4,"s,480,o,30,o,2,o,10,o,180,o,30,o,10,o,10,o,20,o,15,o,30,o,10,o,5,o,15,o,5,o,30,o,15,o,120,o,30,o,15,o,60,o,10,o,5,o,10,o,5,o,2,o,5,o,181,o,15,o,10,o,15,o,10,o,15,o,30,o,3,s,2"
4,"s,240,o,20,w,160,o,30,w,60,o,20,o,60,w,120,o,10,o,120,o,30,o,60,w,120,o,20,s,370"
4,"s,360,o,120,o,300,o,45,o,10,o,30,o,90,o,60,o,185,s,240"
4,"s,300,o,20,o,120,o,60,o,30,o,240,o,60,o,40,o,330,o,20,s,220"
3,"s,150,o,30,o,15,o,10,o,5,c,245,o,5,o,30,o,5,c,165,o,15,o,10,o,5,o,30,w,45,c,30,o,15,o,30,o,10,o,30,c,60,o,30,o,15,o,15,o,30,o,30,s,380"
4,"o,480,o,2,o,1,o,10,o,10,o,2,o,215,o,30,s,480,o,30,o,180"
4,"s,180,o,60,o,15,c,285,o,15,o,35,o,10,o,105,o,15,o,60,o,60,o,210,o,10,o,80,o,30,s,270"
3,"s,420,o,1,o,539,o,20,o,220,s,240"
4,"s,120,w,90,o,60,o,2,w,208,o,30,w,270,o,5,o,2,o,60,o,10,o,30,o,120,o,10,o,30,o,63,o,30,w,120,s,180"
4,"s,265,o,20,o,5,c,60,o,10,o,45,o,10,c,180,o,5,o,10,o,10,o,15,o,10,o,5,o,45,s,145,o,5,o,30,o,5,w,290,o,60,s,210"
4,"s,270,o,40,o,15,w,515,o,15,o,30,o,60,o,60,o,120,o,40,s,275"
4,"s,300,o,20,o,20,o,20,o,30,o,30,o,15,o,30,o,25,o,5,o,105,o,30,c,30,c,150,o,30,o,60,o,30,w,120,o,20,s,370"
3,"s,180,o,20,o,10,o,10,o,2,o,3,o,5,o,280,o,15,o,30,o,15,o,90,o,5,o,20,o,5,o,5,o,10,o,15,o,10,o,45,o,10,o,60,o,15,o,20,o,80,o,15,o,5,o,15,o,90,o,15,o,100,s,240"
4,"s,300,o,30,o,15,o,15,o,180,o,5,o,20,o,5,o,210,o,15,o,165,w,105,o,15,o,20,o,1,o,90,o,30,s,219"
4,"s,240,o,10,o,20,o,15,w,195,o,15,o,45,o,240,o,15,o,20,o,30,o,60,o,30,o,30,o,20,o,95,w,180,o,10,s,170"
